generation,best_distance,avg_distance
0,2801.970545313478,3453.0717637492453
1,2524.621603807509,3299.095117073408
2,2524.621603807509,3131.518118097115
3,2478.876912685057,3041.2694833230544
4,2308.9554149866735,2971.5367628305567
5,2215.798279887318,2839.8587514334126
6,2117.2613383294347,2691.85132965448
7,2117.2613383294347,2628.577187925609
8,1978.071955451749,2603.16292368254
9,1978.071955451749,2558.780566989759
10,1978.071955451749,2534.6453985790763
11,1978.071955451749,2466.8051561858556
12,1945.7761205382262,2410.5280002103773
13,1903.2770054489915,2442.3022328924467
14,1852.0552806383703,2372.569192518694
15,1852.0552806383703,2340.9093413269443
16,1852.0552806383703,2333.6615167507866
17,1852.0552806383703,2348.7460034558626
18,1852.0552806383703,2311.0616893580295
19,1852.0552806383703,2339.72219296159
20,1852.0552806383703,2305.5195350819677
21,1852.0552806383703,2267.5955681536125
22,1852.0552806383703,2273.2846075377806
23,1852.0552806383703,2254.4660913437856
24,1852.0552806383703,2233.6683666862646
25,1852.0552806383703,2211.803499960094
26,1794.3011931842088,2164.706912395282
27,1794.3011931842088,2132.8373021482344
28,1794.3011931842088,2190.1087811134357
29,1794.3011931842088,2184.8478561821084
30,1705.9456054937075,2149.8226642155814
31,1705.9456054937075,2172.976152571491
32,1705.9456054937075,2155.39779720357
33,1703.0084493070915,2123.121790957468
34,1703.0084493070915,2147.4181085603336
35,1703.0084493070915,2167.6556700751435
36,1703.0084493070915,2171.455434376995
37,1703.0084493070915,2161.7516599720184
38,1703.0084493070915,2108.8442641848774
39,1703.0084493070915,2136.8813679554105
40,1668.1197946396446,2124.492018666689
41,1668.1197946396446,2082.966590908404
42,1668.1197946396446,2095.20373572915
43,1668.1197946396446,2139.8983634480605
44,1668.1197946396446,2134.547979524824
45,1612.6065761382656,2145.387545280629
46,1612.6065761382656,2155.1075303802672
47,1612.6065761382656,2142.6229420297745
48,1612.6065761382656,2139.7564143059453
49,1612.6065761382656,2086.9575748846923
50,1612.6065761382656,2087.8932690949177
51,1612.6065761382656,2112.337979651063
52,1612.6065761382656,2084.806434287119
53,1612.6065761382656,2065.539846285159
54,1612.6065761382656,2081.8996823929974
55,1612.6065761382656,2104.8802100144603
56,1612.6065761382656,2045.0148658391242
57,1612.6065761382656,2032.5405061518154
58,1612.6065761382656,2043.5496378964751
59,1612.6065761382656,2041.4525400990883
60,1612.6065761382656,2029.3997575812098
